Customer ID,Time Stamp,Eff Date,Exp Date,Txn Type,Proc Type,Premium,Text Date Time,Call Date Time,Mail Date Time,Complete Date,Company Name,Ownership,Memo,Chg Date Time,Policy No
0000000001,20170913232816,,2,RENEWAL,SUCCESS,5.0,6,7,8,9,TUGO,10,11,null,null
0000000001,20170913232816,,2,RENEWAL,SUCCESS,5.0,6,7,8,9,TUGO,10,11,null,null
0000000001,20170913232816,,2,RENEWAL,SUCCESS,5.0,6,7,8,9,TUGO,10,11,null,null
0000000001,20170913232816,,2,RENEWAL,SUCCESS,5.0,6,7,8,9,TUGO,10,11,null,null
0000000001,20170913232816,,2,RENEWAL,SUCCESS,5.0,6,7,8,9,TUGO,10,11,null,null
0000000001,20170913232816,,2,RENEWAL,SUCCESS,5.0,6,7,8,9,TUGO,10,11,null,null
0000000001,20170913232816,,2,RENEWAL,SUCCESS,5.0,6,7,8,9,TUGO,10,11,null,null
0000000001,20170920004044,asdf,asdf,asdf,,0.0,,,,,TUGO,,,null,null
0000000001,20170920004044,asdf,asdf,asdf,,0.0,,,,,TUGO,,,null,null
0000000001,20170920004044,asdf,asdf,asdf,,0.0,,,,,TUGO,,,null,null
0000000001,20170920004044,asdf,asdf,asdf,,0.0,,,,,TUGO,,,null,null
0000000001,20170920004044,asdf,asdf,asdf,,0.0,,,,,TUGO,,,null,null
0000000001,20170920004044,asdf,asdf,asdf,,0.0,,,,,TUGO,,,null,null
0000000001,20170920004044,asdf,asdf,asdf,,0.0,,,,,TUGO,,,null,null
0000000001,20170929180554,20170929,20170929,NEW BIZ,COMPLETE,0.0,20170929,20170929,20170929,20170929,,,,null,null
0000000001,20170929180554,20170929,20170929,NEW BIZ,COMPLETE,0.0,20170929,20170929,20170929,20170929,,,,null,null
0000000001,20170929180554,20170929,20170929,NEW BIZ,COMPLETE,0.0,20170929,20170929,20170929,20170929,,,,null,null
0000000001,20170929180554,20170929,20170929,NEW BIZ,COMPLETE,0.0,20170929,20170929,20170929,20170929,,,,null,null
0000000001,20170929180554,20170929,20170929,NEW BIZ,COMPLETE,0.0,20170929,20170929,20170929,20170929,,,,null,null
0000000001,20170929180554,20170929,20170929,NEW BIZ,COMPLETE,0.0,20170929,20170929,20170929,20170929,,,,null,null
0000000001,20170929180554,20170929,20170929,NEW BIZ,COMPLETE,0.0,20170929,20170929,20170929,20170929,,,,null,null
0000000026,20170920010919,1,1,1,COMPLETE,0.0,,,,,,,,null,null
0000000026,20170920010919,1,1,1,COMPLETE,0.0,,,,,,,,null,null
0000000026,20170920010919,1,1,1,COMPLETE,0.0,,,,,,,,null,null
0000000026,20170920010919,1,1,1,COMPLETE,0.0,,,,,,,,null,null
0000000026,20170920010919,1,1,1,COMPLETE,0.0,,,,,,,,null,null
0000000026,20170920010919,1,1,1,COMPLETE,0.0,,,,,,,,null,null
0000000026,20170920010919,1,1,1,COMPLETE,0.0,,,,,,,,null,null
0000000038,20171018002127,asdf,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018002338,asklajs;ldfkj
0000000038,20171018002127,asdf,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018002338,asklajs;ldfkj
0000000038,20171018002127,asdf,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018002338,asklajs;ldfkj
0000000038,20171018002127,asdf,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018002338,asklajs;ldfkj
0000000038,20171018002127,asdf,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018002338,asklajs;ldfkj
0000000038,20171018002127,asdf,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018002338,asklajs;ldfkj
0000000038,20171018002127,asdf,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018002338,asklajs;ldfkj
0000000051,20171018001716,asdfasd,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018001810,20171
0000000051,20171018001716,asdfasd,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018001810,20171
0000000051,20171018001716,asdfasd,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018001810,20171
0000000051,20171018001716,asdfasd,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018001810,20171
0000000051,20171018001716,asdfasd,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018001810,20171
0000000051,20171018001716,asdfasd,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018001810,20171
0000000051,20171018001716,asdfasd,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018001810,20171
0000000051,20171018004044,asdf,asdf,CHANGE,READY,0.0,,,,,,,,20171018004116,dl
0000000107,20171018001903,;jh,lkj,NEW BIZ,READY,0.0,,,,,,,,20171018001909,;lkh
0000000112,20171018002238,asdf,asdf,NEW BIZ,READY,0.0,,,,,,,,20171018002242,asdf
